Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Multiple Sclerosis	C0026769	ERCC5	2073	P28715	ERCC excision repair 5, endonuclease		238	0.499	0.731	2.732e-13	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	ERN1	2081	O75460	endoplasmic reticulum to nucleus signaling 1	Kinase	163	0.513	0.808	0.99027	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ETFA	2108	P13804	electron transfer flavoprotein subunit alpha	Enzyme	195	0.508	0.731	0.0029217	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	EVI2A	2123	P22794	ecotropic viral integration site 2A	Receptor	7	0.821	0.231	0.0020438	0.01		1.0	1	0	1995	1995
Multiple Sclerosis	C0026769	F2R	2149	P25116	coagulation factor II thrombin receptor	G-protein coupled receptor	347	0.444	0.846	0.0084678	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	F9	2158	P00740	coagulation factor IX	Enzyme	276	0.465	0.885	0.99776	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	F10	2159	P00742	coagulation factor X	Enzyme	228	0.493	0.769	2.3473e-06	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	FABP4	2167	P15090	fatty acid binding protein 4		194	0.5	0.808	5.1764e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FANCC	2176	Q00597	FA complementation group C		218	0.507	0.808	2.7921e-13	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FANCD2	2177	Q9BXW9	FA complementation group D2		272	0.479	0.885	1.0974e-30	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FANCG	2189	O15287	FA complementation group G		132	0.556	0.769	2.4859e-14	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	TBATA	219793	Q96M53	thymus, brain and testes associated		20	0.729	0.308	4.7461e-10	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	FDXR	2232	P22570	ferredoxin reductase	Enzyme	103	0.566	0.808	1.1493e-06	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FES	2242	P07332	FES proto-oncogene, tyrosine kinase	Kinase	101	0.593	0.769	3.7916e-15	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FGF1	2246	P05230	fibroblast growth factor 1	Signaling	184	0.507	0.846	0.44406	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FGFR1	2260	P11362	fibroblast growth factor receptor 1	Kinase	816	0.362	0.885	0.99984	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FH	2271	P07954	fumarate hydratase	Enzyme	231	0.489	0.846	0.08824	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	IKZF3	22806	Q9UKT9	IKAROS family zinc finger 3	Transcription factor	64	0.608	0.692	0.98416	0.01		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	MMRN1	22915	Q13201	multimerin 1		272	0.465	0.846	2.0714e-25	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	RAB3GAP1	22930	Q15042	RAB3 GTPase activating protein catalytic subunit 1		138	0.566	0.692	1.4523e-07	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SIRT2	22933	Q8IXJ6	sirtuin 2	Epigenetic regulator	172	0.51	0.769	2.3295e-08	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	FOXC1	2296	Q12948	forkhead box C1	Transcription factor	242	0.483	0.846	0.95337	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	SORCS3	22986	Q9UPU3	sortilin related VPS10 domain containing receptor 3	Transporter	22	0.76	0.231	3.7354e-05	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	IGSF9B	22997	Q9UPX0	immunoglobulin superfamily member 9B		14	0.821	0.192	0.86551	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FOXC2	2303	Q99958	forkhead box C2	Transcription factor	168	0.515	0.731	0.13356	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FOXO3	2309	O43524	forkhead box O3		381	0.431	0.808	0.98806	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	AKR1B1	231	P15121	aldo-keto reductase family 1 member B	Enzyme	220	0.491	0.885	2.0216e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	CIC	23152	Q96RK0	capicua transcriptional repressor		141	0.523	0.692	0.99999	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FLNA	2316	P21333	filamin A		571	0.419	0.846	1.0	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FLNB	2317	O75369	filamin B		374	0.458	0.923	6.0505e-10	0.01		1.0	1	0	1994	1994
Multiple Sclerosis	C0026769	GANAB	23193	Q14697	glucosidase II alpha subunit	Enzyme	26	0.716	0.423	0.99873	0.01		1.0	1	0	2009	2009
Multiple Sclerosis	C0026769	SYT11	23208	Q9BT88	synaptotagmin 11	Transporter	4	0.861	0.192	0.92676	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	CUX2	23316	O14529	cut like homeobox 2	Transcription factor	87	0.644	0.5	1.0	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SYNE1	23345	Q8NF91	spectrin repeat containing nuclear envelope protein 1		237	0.511	0.846	3.1899e-52	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ADNP	23394	Q9H2P0	activity dependent neuroprotector homeobox		171	0.561	0.808	1.0	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	SIRT3	23410	Q9NTG7	sirtuin 3	Epigenetic regulator	227	0.488	0.731	0.00016261	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	FNTB	2342	P49356	farnesyltransferase, CAAX box, beta		9	1.0	0.077	0.078838	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FOLR2	2350	P14207	folate receptor beta		105	0.559	0.654	5.4816e-06	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	NNT	23530	Q13423	nicotinamide nucleotide transhydrogenase	Enzyme	88	0.601	0.577	0.97271	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	DDX58	23586	O95786	DExD/H-box helicase 58		144	0.526	0.808	1.7558e-23	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	AMACR	23600	Q9UHK6	alpha-methylacyl-CoA racemase		179	0.51	0.769	0.027363	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	BACE1	23621	P56817	beta-secretase 1	Enzyme	120	0.559	0.769	0.87888	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	SLC7A11	23657	Q9UPY5	solute carrier family 7 member 11	Transporter	72	0.603	0.692	5.6817e-05	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	IL17RA	23765	Q96F46	interleukin 17 receptor A		159	0.529	0.808	0.00035636	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	FXN	2395	Q16595	frataxin	Enzyme	220	0.51	0.654	0.34491	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ALOX5	240	P09917	arachidonate 5-lipoxygenase	Enzyme	342	0.447	0.885	1.2059e-06	0.01		1.0	1	0	2001	2001
Multiple Sclerosis	C0026769	PANX1	24145	Q96RD7	pannexin 1	Ion channel	107	0.575	0.846	2.4684e-06	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	PRPF6	24148	O94906	pre-mRNA processing factor 6	Nucleic acid binding	76	0.621	0.538	0.0032101	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ALOX15	246	P16050	arachidonate 15-lipoxygenase	Enzyme	205	0.502	0.846	1.1397e-23	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MTOR	2475	P42345	mechanistic target of rapamycin kinase	Kinase	960	0.343	0.885	1.0	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ABL1	25	P00519	ABL proto-oncogene 1, non-receptor tyrosine kinase	Kinase	395	0.432	0.923	0.99998	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	ACKR1	2532	Q16570	atypical chemokine receptor 1 (Duffy blood group)	G-protein coupled receptor	91	0.608	0.731	0.00021424	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	FYN	2534	P06241	FYN proto-oncogene, Src family tyrosine kinase	Kinase	116	0.556	0.731	0.99406	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	CERS6	253782	Q6ZMG9	ceramide synthase 6		58	0.65	0.615	0.038583	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	YTHDF3	253943	Q7Z739	YTH N6-methyladenosine RNA binding protein 3		12	0.78	0.308	0.99704	0.01		0.0	1	0	2012	2012
Multiple Sclerosis	C0026769	SFTA3	253970	P0C7M3	surfactant associated 3		6	0.821	0.308	0.38679	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	TAC4	255061	Q86UU9	tachykinin precursor 4		24	0.711	0.462	3.6126e-05	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	GABRA3	2556	P34903	gamma-aminobutyric acid type A receptor subunit alpha3	Ion channel	81	0.636	0.577	0.038786	0.01		1.0	1	0	1998	1998
Multiple Sclerosis	C0026769	GK5	256356	Q6ZS86	glycerol kinase 5	Kinase	15	0.743	0.192	0.0063366	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GAD2	2572	Q05329	glutamate decarboxylase 2	Enzyme	173	0.529	0.731	0.75083	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RAB3GAP2	25782	Q9H2M9	RAB3 GTPase activating non-catalytic protein subunit 2	Enzyme modulator	143	0.584	0.769	0.98674	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	TXN2	25828	Q99757	thioredoxin 2	Enzyme	76	0.628	0.615	2.5584e-05	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	PART1	25859		prostate androgen-regulated transcript 1		250	0.483	0.885		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	EEF1AKMT3	25895	Q96AZ1	EEF1A lysine methyltransferase 3		2	1.0	0.077	0.00031059	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	RNF19A	25897	Q9NV58	ring finger protein 19A, RBR E3 ubiquitin protein ligase	Enzyme	523	0.397	0.923	0.025305	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	ADGRA2	25960	Q96PE1	adhesion G protein-coupled receptor A2	G-protein coupled receptor	22	0.743	0.308	5.4955e-08	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	COPD	260431		Pulmonary disease, chronic obstructive, severe early-onset		349	0.456	0.885		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	CNTNAP2	26047	Q9UHC6	contactin associated protein 2		203	0.53	0.846	2.8673e-09	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	POLDIP2	26073	Q9Y2S7	DNA polymerase delta interacting protein 2		530	0.396	0.923	0.41407	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	GAS8	2622	O95995	growth arrest specific 8		60	0.636	0.654	1.0876e-12	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	CLEC4E	26253	Q9ULY5	C-type lectin domain family 4 member E	Receptor	35	0.695	0.5	1.1378e-05	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	SACS	26278	Q9NZJ4	sacsin molecular chaperone		106	0.606	0.654	1.0852e-23	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	GBE1	2632	Q04446	1,4-alpha-glucan branching enzyme 1	Enzyme	102	0.612	0.654	1.1497e-12	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	HSPB8	26353	Q9UJY1	heat shock protein family B (small) member 8		122	0.57	0.577	0.043128	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GCG	2641	P01275	glucagon		441	0.431	0.885	0.034814	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	OSTF1	26578	Q92882	osteoclast stimulating factor 1		6	0.839	0.192	0.001656	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SEC14L3	266629	Q9UDX4	SEC14 like lipid binding 3		16	0.722	0.5	3.6612e-23	0.01		0.0	1	0	1994	1994
Multiple Sclerosis	C0026769	SH3YL1	26751	Q96HL8	SH3 and SYLF domain containing 1	Cellular structure	6	0.931	0.154	5.3675e-08	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AMH	268	P03971	anti-Mullerian hormone		242	0.476	0.846	3.3974e-12	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GGTA1P	2681	Q4G0N0	glycoprotein alpha-galactosyltransferase 1, pseudogene		9	0.89	0.192		0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GH1	2688	P01241	growth hormone 1	Signaling	686	0.373	0.923	0.030057	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	GHSR	2693	Q92847	growth hormone secretagogue receptor	G-protein coupled receptor	171	0.528	0.769	0.0065825	0.01		0.0	1	0	2012	2012
Multiple Sclerosis	C0026769	B3GAT1	27087	Q9P2W7	beta-1,3-glucuronyltransferase 1	Enzyme	199	0.494	0.769	0.13521	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	EIF2AK1	27102	Q9BQI3	eukaryotic translation initiation factor 2 alpha kinase 1	Kinase	56	0.633	0.577	7.0148e-07	0.01		1.0	1	1	2017	2017
Multiple Sclerosis	C0026769	AGO2	27161	Q9UKV8	argonaute RISC catalytic component 2		186	0.501	0.885	1.0	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	IL17C	27189	Q9P0M4	interleukin 17C		61	0.619	0.692	0.0001243	0.01		1.0	1	0	2002	2002
Multiple Sclerosis	C0026769	GLI1	2735	P08151	GLI family zinc finger 1		369	0.431	0.846	7.6639e-14	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	GLO1	2739	Q04760	glyoxalase I		137	0.537	0.769	9.6718e-07	0.01		1.0	1	1	2007	2007
Multiple Sclerosis	C0026769	TOR2A	27433	Q5JU69;Q8N2E6	torsin family 2 member A	Chaperone	29	0.691	0.308	0.13617	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AMT	275	P48728	aminomethyltransferase		60	0.674	0.692	0.0027214	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	GNA11	2767	P29992	G protein subunit alpha 11	Enzyme modulator	122	0.563	0.731	0.88941	0.01		0.0	1	0	2015	2015
Multiple Sclerosis	C0026769	GNB3	2784	P16520	G protein subunit beta 3	Enzyme	192	0.518	0.808	3.3303e-11	0.01		0.0	1	1	2002	2002
Multiple Sclerosis	C0026769	ABO	28	P16442	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	Enzyme	443	0.427	0.885		0.01		1.0	1	0	1975	1975
Multiple Sclerosis	C0026769	GPI	2821	P06744	glucose-6-phosphate isomerase	Enzyme	218	0.491	0.769	2.8385e-06	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	IFNL3	282617	Q8IZI9	interferon lambda 3		175	0.506	0.808	2.4233e-08	0.01		0.0	1	0	2011	2011
Multiple Sclerosis	C0026769	GPR3	2827	P46089	G protein-coupled receptor 3	G-protein coupled receptor	18	0.743	0.5	0.00026263	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	IGHV4-39	28394	P01824	immunoglobulin heavy variable 4-39		6	0.839	0.154		0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	IGHV3-52	28421		immunoglobulin heavy variable 3-52 (pseudogene)		37	0.674	0.423		0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	IGHV3-23	28442	P01764	immunoglobulin heavy variable 3-23		10	0.769	0.269		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ANGPT2	285	O15123	angiopoietin 2	Signaling	457	0.41	0.846	0.83208	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TRBV20-1	28567	A0A075B6N2	T cell receptor beta variable 20-1		7	0.821	0.346		0.01		0.0	1	0	2012	2012
Multiple Sclerosis	C0026769	RGMB	285704	Q6NW40	repulsive guidance molecule BMP co-receptor b		24	0.711	0.462	0.071955	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	GPR37	2861	O15354	G protein-coupled receptor 37	G-protein coupled receptor	23	0.716	0.385	0.00033812	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TRBV5-2	28613		T cell receptor beta variable 5-2 (pseudogene)		1	1.0	0.077		0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	FIRRE	286467		firre intergenic repeating RNA element		5	0.839	0.192		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	GPX4	2879	P36969	glutathione peroxidase 4	Enzyme	201	0.516	0.808	4.7865e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	GRIA2	2891	P42262	glutamate ionotropic receptor AMPA type subunit 2	Ion channel	110	0.573	0.692	0.99916	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GRIA3	2892	P42263	glutamate ionotropic receptor AMPA type subunit 3	Ion channel	127	0.566	0.692	0.99976	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	GRIA4	2893	P48058	glutamate ionotropic receptor AMPA type subunit 4	Ion channel	75	0.631	0.615	0.01831	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TRIB2	28951	Q92519	tribbles pseudokinase 2	Kinase	56	0.628	0.462	0.98349	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	ANPEP	290	P15144	alanyl aminopeptidase, membrane	Enzyme	280	0.462	0.769	3.7492e-09	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	GRIN2B	2904	Q13224	glutamate ionotropic receptor NMDA type subunit 2B	Ion channel	249	0.51	0.692	1.0	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	SLC25A4	291	P12235	solute carrier family 25 member 4	Transporter	160	0.568	0.692	0.45334	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	GRM1	2911	Q13255	glutamate metabotropic receptor 1	G-protein coupled receptor	172	0.528	0.808	0.14279	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	UHRF1	29128	Q96T88	ubiquitin like with PHD and ring finger domains 1		125	0.54	0.692		0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	GRM3	2913	Q14832	glutamate metabotropic receptor 3	G-protein coupled receptor	79	0.606	0.538	0.78458	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	GRM4	2914	Q14833	glutamate metabotropic receptor 4	G-protein coupled receptor	54	0.636	0.5	0.99307	0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	GRM5	2915	P41594	glutamate metabotropic receptor 5	G-protein coupled receptor	189	0.525	0.846	0.99872	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	GRM7	2917	Q14831	glutamate metabotropic receptor 7	G-protein coupled receptor	77	0.628	0.538	0.99896	0.01		1.0	1	2	2019	2019
Multiple Sclerosis	C0026769	GRM8	2918	O00222	glutamate metabotropic receptor 8	G-protein coupled receptor	56	0.636	0.577	4.5334e-07	0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	GSN	2934	P06396	gelsolin	Cellular structure	262	0.475	0.885	3.8905e-11	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	GSR	2936	P00390	glutathione-disulfide reductase	Enzyme	206	0.494	0.846	1.2922e-06	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	GTF2B	2959	Q00403	general transcription factor IIB	Transcription factor	17	0.769	0.308	0.00011548	0.01		0.0	1	1	2012	2012
Multiple Sclerosis	C0026769	GTF2H4	2968	Q92759	general transcription factor IIH subunit 4	Transcription factor	87	0.573	0.846	4.2353e-07	0.01		0.0	1	0	2010	2010
Multiple Sclerosis	C0026769	GTF2I	2969	P78347	general transcription factor IIi		249	0.5	0.808	0.99592	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	PDZRN4	29951	Q6ZMN7	PDZ domain containing ring finger 4		25	0.805	0.269	9.1425e-07	0.01		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	CERS2	29956	Q96G23	ceramide synthase 2		40	0.691	0.5	0.47978	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	GZMK	3003	P49863	granzyme K	Enzyme	8	0.821	0.269	0.0081495	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	SLC40A1	30061	Q9NP59	solute carrier family 40 member 1	Transporter	101	0.57	0.731	0.98835	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	ANXA1	301	P04083	annexin A1		336	0.442	0.885	1.2009e-07	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	ANXA2	302	P07355	annexin A2		294	0.453	0.808	9.7728e-05	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	HCCS	3052	P53701	holocytochrome c synthase	Enzyme	135	0.559	0.731	0.88624	0.01		1.0	1	0	2002	2002
Multiple Sclerosis	C0026769	HDAC1	3065	Q13547	histone deacetylase 1	Epigenetic regulator	277	0.46	0.846	0.61427	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ANXA5	308	P08758	annexin A5		283	0.458	0.769	3.7978e-15	0.01		1.0	1	0	2001	2001
Multiple Sclerosis	C0026769	SOX8	30812	P57073	SRY-box transcription factor 8		34	0.674	0.692	0.67167	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	HGF	3082	P14210	hepatocyte growth factor	Enzyme	671	0.374	0.885	0.99947	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	KCNIP1	30820	Q9NZI2	potassium voltage-gated channel interacting protein 1	Ion channel	21	0.716	0.5	0.0042091	0.01		1.0	1	1	2020	2020
Multiple Sclerosis	C0026769	PIK3R4	30849	Q99570	phosphoinositide-3-kinase regulatory subunit 4	Kinase	39	0.663	0.692	0.024537	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	HLA-DPA1	3113	P20036	major histocompatibility complex, class II, DP alpha 1	Immune response	139	0.552	0.846	2.5e-06	0.01		0.0	1	0	2007	2007
Multiple Sclerosis	C0026769	HMGCR	3156	P04035	3-hydroxy-3-methylglutaryl-CoA reductase		154	0.529	0.692	0.99861	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	HNMT	3176	P50135	histamine N-methyltransferase		98	0.579	0.808	0.019734	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	HOXB4	3214	P17483	homeobox B4		44	0.647	0.423	0.059777	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	APC	324	P25054	APC regulator of WNT signaling pathway		703	0.373	0.962	1.0	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AIRE	326	O43918	autoimmune regulator		175	0.516	0.808	4.0468e-12	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	HRH1	3269	P35367	histamine receptor H1	G-protein coupled receptor	66	0.647	0.654	1.858e-06	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	BIRC2	329	Q13490	baculoviral IAP repeat containing 2	Enzyme modulator	125	0.535	0.731	0.42708	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	BIRC3	330	Q13489	baculoviral IAP repeat containing 3	Enzyme modulator	209	0.491	0.769	0.065597	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	HSPA5	3309	P11021	heat shock protein family A (Hsp70) member 5		350	0.434	0.885	0.77341	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	XIAP	331	P98170	X-linked inhibitor of apoptosis	Enzyme modulator	321	0.447	0.808	0.91837	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	HSPB1	3315	P04792	heat shock protein family B (small) member 1		395	0.436	0.808	2.7797e-07	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	HSPD1	3329	P10809	heat shock protein family D (Hsp60) member 1		398	0.432	0.808	0.99257	0.01		1.0	1	0	1992	1992
Multiple Sclerosis	C0026769	HTC2	3342		hypertrichosis 2 (generalized, congenital)		511	0.392	0.808		0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	CLEC4D	338339	Q8WXI8	C-type lectin domain family 4 member D		73	0.587	0.538	2.4548e-06	0.01		1.0	1	0	2020	2020
Multiple Sclerosis	C0026769	HCAR2	338442	Q8TDS4	hydroxycarboxylic acid receptor 2		65	0.631	0.692	0.00018933	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	C1QTNF9	338872	P0C862	C1q and TNF related 9		30	0.695	0.385	1.1372e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	NAT8L	339983	Q8N9F0	N-acetyltransferase 8 like		32	0.722	0.346	0.86458	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	APOC1	341	P02654	apolipoprotein C1		95	0.581	0.577	0.21685	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	GLDN	342035	Q6ZMI3	gliomedin		25	0.769	0.346	2.5809e-13	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	IFI16	3428	Q16666	interferon gamma inducible protein 16	Transcription factor	79	0.603	0.769	1.7803e-11	0.01		0.0	1	0	2014	2014
Multiple Sclerosis	C0026769	TGM6	343641	O95932	transglutaminase 6		54	0.644	0.423	1.1154e-24	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	IFN1@	3438		interferon, type 1, cluster		109	0.565	0.731		0.01		1.0	1	0	1999	1999
Multiple Sclerosis	C0026769	IFNA2	3440	P01563	interferon alpha 2		355	0.442	0.885		0.01		1.0	1	0	1999	1999
Multiple Sclerosis	C0026769	HSD17B13	345275	Q7Z5P4	hydroxysteroid 17-beta dehydrogenase 13		58	0.623	0.538	2.7371e-05	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	ACTBL2	345651	Q562R1	actin beta like 2		134	0.539	0.769	5.8166e-16	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	IFNGR1	3459	P15260	interferon gamma receptor 1	Receptor	153	0.529	0.692	0.015503	0.01		1.0	1	0	2004	2004
Multiple Sclerosis	C0026769	APOD	347	P05090	apolipoprotein D		89	0.584	0.577	0.00054449	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	H3P44	347376		H3 histone pseudogene 44		40	0.636	0.462		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AMIGO2	347902	Q86SJ2	adhesion molecule with Ig like domain 2		18	0.729	0.615	0.59743	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	IGF1R	3480	P08069	insulin like growth factor 1 receptor	Kinase	556	0.399	0.885	0.96799	0.01		1.0	1	0	2018	2018
